620097418735|620097418735||20171219000000|5484588426|00000|訂單已接收|
620097418761|620097418761||20171219000000|5484588426|00000|訂單已接收|
620097418772|620097418772||20171219000000|5484588426|00000|訂單已接收|
620097418825|620097418825||20171219000000|5484588426|00000|訂單已接收|
620097418930|620097418930||20171219000000|5484588426|00000|訂單已接收|
620097418941|620097418941||20171219000000|5484588426|00000|訂單已接收|
620097418952|620097418952||20171219000000|5484588426|00000|訂單已接收|
620097418963|620097418963||20171219000000|5484588426|00000|訂單已接收|
620097418974|620097418974||20171219000000|5484588426|00000|訂單已接收|
620097418985|620097418985||20171219000000|5484588426|00000|訂單已接收|
620097418996|620097418996||20171219000000|5484588426|00000|訂單已接收|
620097419003|620097419003||20171219000000|5484588426|00000|訂單已接收|
620097419014|620097419014||20171219000000|5484588426|00000|訂單已接收|
620097419025|620097419025||20171219000000|5484588426|00000|訂單已接收|
620097419051|620097419051||20171219000000|5484588426|00000|訂單已接收|
620097419115|620097419115||20171219000000|5484588426|00000|訂單已接收|
620097419130|620097419130||20171219000000|5484588426|00000|訂單已接收|
620097419242|620097419242||20171219000000|5484588426|00000|訂單已接收|
620097419253|620097419253||20171219000000|5484588426|00000|訂單已接收|
620097419264|620097419264||20171219000000|5484588426|00000|訂單已接收|
620097419275|620097419275||20171219000000|5484588426|00000|訂單已接收|
620097419286|620097419286||20171219000000|5484588426|00000|訂單已接收|
620097419411|620097419411||20171219000000|5484588426|00000|訂單已接收|
620097419481|620097419481||20171219000000|5484588426|00000|訂單已接收|
620097419613|620097419613||20171219000000|5484588426|00000|訂單已接收|
620097419646|620097419646||20171219000000|5484588426|00000|訂單已接收|
620097419650|620097419650||20171219000000|5484588426|00000|訂單已接收|
620097419661|620097419661||20171219000000|5484588426|00000|訂單已接收|
620097419672|620097419672||20171219000000|5484588426|00000|訂單已接收|
620097419683|620097419683||20171219000000|5484588426|00000|訂單已接收|
620097419714|620097419714||20171219000000|5484588426|00000|訂單已接收|
620097419725|620097419725||20171219000000|5484588426|00000|訂單已接收|
620097419736|620097419736||20171219000000|5484588426|00000|訂單已接收|
620097419784|620097419784||20171219000000|5484588426|00000|訂單已接收|
620097420702|620097420702||20171219000000|5484588426|00000|訂單已接收|
620097428174|620097428174||20171219000000|5484588426|00000|訂單已接收|
620097428306|620097428306||20171219000000|5484588426|00000|訂單已接收|
620097428310|620097428310||20171219000000|5484588426|00000|訂單已接收|
620097428365|620097428365||20171219000000|5484588426|00000|訂單已接收|
620097428376|620097428376||20171219000000|5484588426|00000|訂單已接收|
620097428391|620097428391||20171219000000|5484588426|00000|訂單已接收|
620097428411|620097428411||20171219000000|5484588426|00000|訂單已接收|
620097428422|620097428422||20171219000000|5484588426|00000|訂單已接收|
620097428433|620097428433||20171219000000|5484588426|00000|訂單已接收|
620097428455|620097428455||20171219000000|5484588426|00000|訂單已接收|
620097428470|620097428470||20171219000000|5484588426|00000|訂單已接收|
620097428481|620097428481||20171219000000|5484588426|00000|訂單已接收|
620097428492|620097428492||20171219000000|5484588426|00000|訂單已接收|
620097428703|620097428703||20171219000000|5484588426|00000|訂單已接收|
620097428725|620097428725||20171219000000|5484588426|00000|訂單已接收|
620097428736|620097428736||20171219000000|5484588426|00000|訂單已接收|
620097428773|620097428773||20171219000000|5484588426|00000|訂單已接收|
620097428863|620097428863||20171219000000|5484588426|00000|訂單已接收|
620097428874|620097428874||20171219000000|5484588426|00000|訂單已接收|
620097428885|620097428885||20171219000000|5484588426|00000|訂單已接收|
620097428896|620097428896||20171219000000|5484588426|00000|訂單已接收|
620097428905|620097428905||20171219000000|5484588426|00000|訂單已接收|
620097428920|620097428920||20171219000000|5484588426|00000|訂單已接收|
